MZ	Intensity	Resolution	S/N
614.11010	312378	283973	1.4	
614.11716	297035	209937	1.2	
614.12522	389899	190647	2.2	
614.15194	237118	310303	0.6	
614.15632	271823	259076	1.0	
614.16385	310155	136910	1.4	
614.17482	321888	247106	1.5	
614.17941	288113	218061	1.1	
614.18313	239265	176171	0.6	
614.19082	288578	286076	1.1	
614.22269	420741	248479	2.5	
614.22717	320454	262401	1.5	
614.23167	276710	317535	1.0	
614.23473	396839	223600	2.3	
614.23930	245639	367955	0.7	
614.26152	356617	247365	1.9	
614.26876	288794	282104	1.1	
614.27718	249867	421390	0.7	
614.28486	326476	272877	1.5	
614.29107	351404	160631	1.8	
614.29798	347597	332122	1.8	
614.30203	287373	358825	1.1	
614.31327	284367	282917	1.1	
614.31911	276831	305242	1.0	
614.32344	256016	374508	0.8	
614.33907	390353	262220	2.2	
614.34757	331890	281789	1.6	
614.35116	257203	406895	0.8	
614.36005	339139	213004	1.7	
614.36503	298388	275310	1.2	
614.37820	297221	256580	1.2	
614.39604	459991	211354	3.0	
614.39921	250747	187106	0.7	
614.40598	257512	303555	0.8	
614.41540	288857	296549	1.1	
614.42829	402618	214886	2.3	
614.46196	253034	164028	0.8	
614.46818	291774	295349	1.2	
614.47343	321439	221457	1.5	
614.48889	257441	430238	0.8	
614.49738	345281	255119	1.7	
614.51086	299331	364208	1.2	
614.51970	291652	256425	1.2	
614.53349	290341	231621	1.1	
614.54004	281022	166375	1.0	
614.54665	528646	117227	3.7	
614.56120	300200	337590	1.3	
614.56829	312489	315514	1.4	
614.58322	306410	265847	1.3	
614.59576	286603	246619	1.1	
614.61147	239373	401559	0.6	
614.61628	342494	200446	1.7	
614.62821	388559	208655	2.2	
614.63400	283327	216119	1.1	
614.63827	356080	250162	1.8	
614.64357	284912	369556	1.1	
614.65463	406865	196548	2.4	
614.66154	438546	135979	2.7	
614.67071	395571	245632	2.3	
614.67640	442836	224330	2.8	
614.68806	259045	343293	0.8	
614.69695	358006	203376	1.9	
614.70151	343062	241722	1.7	
614.70781	365463	229646	1.9	
614.71425	266680	227894	0.9	
614.72539	256809	403279	0.8	
614.72848	505081	220055	3.4	
614.73321	270169	352078	0.9	
614.73860	249834	367904	0.7	
614.74220	383290	244332	2.1	
614.75289	544635	170237	3.9	
614.75947	385180	178098	2.2	
614.76276	304284	282055	1.3	
614.79713	470648	77671	3.1	
614.79854	466744	141019	3.0	
614.82783	429219	230053	2.6	
614.83279	490852	202108	3.3	
614.83908	335556	241496	1.6	
614.84274	253141	271385	0.8	
614.85507	256198	203897	0.8	
614.87746	317128	311183	1.4	
614.88400	449769	175903	2.8	
614.89668	294058	306610	1.2	
614.92102	242189	222099	0.6	
614.92745	284301	303257	1.1	
614.93811	365758	193890	1.9	
614.94321	247327	356091	0.7	
614.95220	317280	183214	1.4	
614.96631	286065	135258	1.1	
614.97812	414114	124667	2.5	
614.99477	382372	193939	2.1	
615.00363	337749	192008	1.7	
615.01213	255398	342133	0.8	
615.02129	417303	246790	2.5	
615.02576	237591	441290	0.6	
615.04043	329257	229089	1.6	
615.06507	255835	432534	0.8	
615.06891	301820	333598	1.3	
615.07373	393692	268929	2.2	
615.08556	263069	270383	0.9	
615.09153	294270	210929	1.2	
615.09455	293854	277744	1.2	
615.10280	333407	237238	1.6	
615.10878	393584	180970	2.2	
615.11375	538432	119143	3.8	
615.12772	258178	384674	0.8	
615.13156	436738	285695	2.7	
615.13565	312451	206290	1.4	
615.14326	261619	280096	0.8	
615.14979	374660	216239	2.0	
615.15319	258836	384766	0.8	
615.16141	367237	259619	2.0	
615.19223	344056	187149	1.7	
615.19873	501609	196285	3.4	
615.21252	423946	185309	2.6	
615.25121	428110	226283	2.6	
615.25529	362031	223704	1.9	
615.25984	384511	179436	2.1	
615.27170	284208	288785	1.1	
615.28545	249426	215656	0.7	
615.28890	276722	195059	1.0	
615.29651	417075	189844	2.5	
615.31053	246180	300218	0.7	
615.31884	522213	112597	3.6	
615.34274	268408	323089	0.9	
615.34789	375704	255464	2.1	
615.35266	301865	235688	1.3	
615.36858	245010	252868	0.7	
615.38009	336347	241204	1.6	
615.39056	320621	221823	1.5	
615.40103	327038	220474	1.5	
615.41919	409983	163327	2.4	
615.42282	415872	232810	2.5	
615.42734	427872	261884	2.6	
615.43301	392577	209361	2.2	
615.44102	506914	233267	3.4	
615.44436	424834	269297	2.6	
615.44851	437890	257637	2.7	
615.45410	350371	240674	1.8	
615.45881	240436	387857	0.6	
615.47561	290917	148581	1.2	
615.48184	322902	200885	1.5	
615.48673	303846	210975	1.3	
615.49392	334807	187915	1.6	
615.50270	394184	209272	2.3	
615.50888	429433	147769	2.6	
615.51927	293066	363869	1.2	
615.53155	282219	153775	1.1	
615.53607	323755	164700	1.5	
615.54070	244212	146839	0.7	
615.54412	248396	266823	0.7	
615.55301	424893	178380	2.6	
615.56383	283166	197195	1.1	
615.57236	301343	219617	1.3	
615.60181	256690	297164	0.8	
615.60794	326595	221398	1.5	
615.63340	321141	293996	1.5	
615.63919	417654	238075	2.5	
615.64555	306903	217466	1.3	
615.64778	310279	279311	1.4	
615.67065	294137	294568	1.2	
615.68752	552091	140900	3.9	
615.70034	495116	147338	3.3	
615.71162	294013	320333	1.2	
615.71532	275934	449649	1.0	
615.72120	360958	289241	1.9	
615.73574	373280	247086	2.0	
615.75472	237298	337589	0.6	
615.76445	465475	225195	3.0	
615.76946	426915	274494	2.6	
615.77363	313924	335049	1.4	
615.78095	706500	209835	5.6	
615.78834	264973	138831	0.9	
615.79532	378294	194377	2.1	
615.80207	280503	264936	1.0	
615.81798	390568	234976	2.2	
615.84774	297547	336427	1.2	
615.85115	255436	384486	0.8	
615.86417	322093	147091	1.5	
615.87178	268542	328231	0.9	
615.87750	406350	238981	2.4	
615.88490	238223	427274	0.6	
615.89039	298168	159406	1.2	
615.90653	410769	279767	2.4	
615.91092	317970	204639	1.4	
615.91648	242066	510438	0.6	
615.92250	237171	266335	0.6	
615.93065	251054	109683	0.7	
615.94122	332965	226204	1.6	
615.94473	268917	336980	0.9	
615.96751	273591	464096	1.0	
615.97161	412760	230698	2.4	
615.98551	282905	330841	1.1	
615.99437	269338	265692	0.9	
616.01322	411484	218862	2.4	
616.01772	377725	185935	2.1	
616.02362	330781	250446	1.6	
616.03252	331230	261900	1.6	
616.04755	305424	196562	1.3	
616.05797	355233	292175	1.8	
616.07736	389827	178084	2.2	
616.09065	448580	234467	2.8	
616.11268	582950	198715	4.3	
616.11603	831079	179051	6.9	
616.12192	353287	316681	1.8	
616.12725	349752	138398	1.8	
616.13174	240280	378330	0.6	
616.14637	321322	312440	1.5	
616.15701	379211	235196	2.1	
616.16331	290636	177618	1.2	
616.16860	291532	238355	1.2	
616.17875	277869	234503	1.0	
616.18739	427630	288017	2.6	
616.19103	255182	515754	0.8	
616.20972	282304	229292	1.1	
616.22014	389857	183784	2.2	
616.23097	518098	152807	3.6	
616.24317	451988	161009	2.9	
616.25342	266949	316212	0.9	
616.26536	332790	271943	1.6	
616.27205	428311	142055	2.6	
616.28614	397384	162249	2.3	
616.29853	268745	323326	0.9	
616.30451	255290	396060	0.8	
616.30976	306554	311800	1.3	
616.31904	307547	292895	1.3	
616.33652	261829	181452	0.8	
616.34261	403038	212533	2.3	
616.35189	520383	229596	3.6	
616.35591	271295	520448	0.9	
616.36900	261816	178878	0.8	
616.37583	291185	272752	1.2	
616.38985	262483	272978	0.9	
616.39670	297635	368922	1.2	
616.40210	343860	162793	1.7	
616.41352	402437	227495	2.3	
616.42181	265926	323078	0.9	
616.43091	395735	161483	2.3	
616.43946	342152	277852	1.7	
616.44925	663785	151378	5.1	
616.45464	243273	438089	0.6	
616.47344	270315	340442	0.9	
616.47811	286508	321703	1.1	
616.49279	281869	271132	1.1	
616.50025	302606	311739	1.3	
616.50431	368782	246673	2.0	
616.51872	287728	222140	1.1	
616.54253	246194	469489	0.7	
616.55002	424211	242319	2.6	
616.56142	373684	166238	2.0	
616.56556	302213	247844	1.3	
616.58884	258439	314716	0.8	
616.59770	355128	285152	1.8	
616.60870	343425	137299	1.7	
616.61177	367737	145107	2.0	
616.62140	312794	140692	1.4	
616.62520	289875	165253	1.1	
616.62965	356347	231541	1.8	
616.63497	260012	204088	0.8	
616.63967	243564	179335	0.6	
616.64807	275549	350636	1.0	
616.66391	301583	235095	1.3	
616.67993	254848	385593	0.8	
616.69661	434818	219322	2.7	
616.71456	407380	106009	2.4	
616.72370	361477	227479	1.9	
616.72802	243077	397738	0.6	
616.73591	280422	363647	1.0	
616.74585	385447	281894	2.2	
616.75145	446440	212806	2.8	
616.75767	453768	175910	2.9	
616.76339	314185	222829	1.4	
616.76990	352585	249828	1.8	
616.77631	300234	180549	1.3	
616.77907	343242	177666	1.7	
616.79176	318188	286717	1.4	
616.79598	297804	337830	1.2	
616.80311	239733	224422	0.6	
616.80520	236253	282905	0.6	
616.81535	254910	294119	0.8	
616.82008	350239	227158	1.8	
616.83998	277609	172336	1.0	
616.85822	399891	191683	2.3	
616.86219	573651	178554	4.2	
616.87303	253524	479261	0.8	
616.87707	239780	406715	0.6	
616.88779	296342	289310	1.2	
616.89740	419575	225587	2.5	
616.90488	285847	251062	1.1	
616.91087	361776	166636	1.9	
616.91926	437657	154997	2.7	
616.92281	356349	157009	1.8	
616.93222	248970	274994	0.7	
616.93732	426843	221449	2.6	
616.95234	275500	275431	1.0	
616.95894	300173	245518	1.3	
616.97604	299199	326406	1.2	
616.98154	344767	314624	1.7	
617.00274	254817	322126	0.8	
617.01377	319746	269789	1.5	
617.02382	252475	233063	0.7	
617.06066	261063	332020	0.8	
617.06404	300200	321936	1.3	
617.06847	318792	275836	1.4	
617.07181	309288	266833	1.3	
617.07875	355897	195251	1.8	
617.08587	250282	215139	0.7	
617.09125	372810	210859	2.0	
617.10507	265948	229609	0.9	
617.11498	349725	194752	1.8	
617.11977	378845	188693	2.1	
617.12624	404078	237914	2.4	
617.13107	261870	330318	0.8	
617.13520	239871	372125	0.6	
617.14267	345360	269969	1.7	
617.15059	503888	169192	3.4	
617.16734	304706	148540	1.3	
617.17543	330675	241984	1.6	
617.18147	366004	208141	1.9	
617.19695	311381	264635	1.4	
617.21033	257399	286976	0.8	
617.21785	241463	453259	0.6	
617.23017	245673	330653	0.7	
617.23503	345081	246688	1.7	
617.24142	378186	140102	2.1	
617.26073	241116	338925	0.6	
617.27062	345021	306119	1.7	
617.28180	309902	258686	1.4	
617.29187	347583	219448	1.8	
617.29651	279119	246648	1.0	
617.30465	328912	213375	1.6	
617.31009	255521	344397	0.8	
617.31573	294705	206442	1.2	
617.32259	362146	166034	1.9	
617.33591	270979	114108	0.9	
617.34506	323396	207008	1.5	
617.35263	416933	123876	2.5	
617.35612	296421	188011	1.2	
617.36155	276118	200537	1.0	
617.41770	297940	185043	1.2	
617.44136	334638	281384	1.6	
617.44798	331319	149684	1.6	
617.45101	436655	154869	2.7	
617.45934	254256	336235	0.8	
617.47252	384273	153420	2.1	
617.50034	376420	158750	2.1	
617.50740	309653	296944	1.4	
617.51186	324181	319823	1.5	
617.52592	302743	282619	1.3	
617.54206	356904	141015	1.9	
617.54911	291865	216635	1.2	
617.55785	411834	90680	2.4	
617.57786	538748	218335	3.8	
617.58277	440701	161967	2.7	
617.59517	345486	165180	1.7	
617.60703	266047	381334	0.9	
617.61550	425216	157028	2.6	
617.63772	288066	323633	1.1	
617.64308	401859	188308	2.3	
617.64726	308251	160935	1.3	
617.65293	353444	223489	1.8	
617.65656	270212	322497	0.9	
617.66099	352037	261044	1.8	
617.66758	455557	200649	2.9	
617.70530	546441	206592	3.9	
617.70998	532426	222033	3.7	
617.72106	260955	204629	0.8	
617.72515	337723	194263	1.6	
617.73189	322348	251878	1.5	
617.73843	369325	195236	2.0	
617.74463	249693	300341	0.7	
617.74924	425134	249082	2.6	
617.75393	249966	305670	0.7	
617.75900	358351	284399	1.9	
617.79092	298226	383279	1.2	
617.81086	291700	342683	1.2	
617.82341	315925	269647	1.4	
617.82816	321750	219363	1.5	
617.84083	241311	148544	0.6	
617.86249	325913	237404	1.5	
617.87143	306778	262605	1.3	
617.89148	422812	170369	2.6	
617.89473	410589	161456	2.4	
617.90085	376461	201679	2.1	
617.90604	237902	278963	0.6	
617.91371	253775	376701	0.8	
617.92124	244815	343510	0.7	
617.94191	249409	401460	0.7	
617.94700	334722	160929	1.6	
617.95021	299698	257373	1.2	
617.95527	259619	286333	0.8	
617.96191	279571	244769	1.0	
617.96603	242276	327456	0.6	
617.97903	251397	357735	0.7	
617.98319	313606	245220	1.4	
617.98984	266838	253825	0.9	
618.00174	404872	227931	2.4	
618.01029	363560	218134	1.9	
618.01527	519273	198759	3.6	
618.02362	358746	115151	1.9	
618.02965	283306	231493	1.1	
618.04016	380075	282457	2.1	
618.04754	379052	209192	2.1	
618.05198	266797	333187	0.9	
618.05633	277517	398144	1.0	
618.06586	261486	299967	0.8	
618.06934	401038	170088	2.3	
618.07796	281903	216783	1.1	
618.08354	374032	226832	2.0	
618.10712	471442	224212	3.1	
618.11912	351924	247372	1.8	
618.12598	391412	265176	2.2	
618.14722	337270	150822	1.6	
618.15515	257439	232867	0.8	
618.16665	371544	218382	2.0	
618.17200	284553	283054	1.1	
618.18750	255691	215658	0.8	
618.18982	312571	199373	1.4	
618.19395	254331	493491	0.8	
618.20080	248924	434991	0.7	
618.22100	315934	195379	1.4	
618.23986	311152	208902	1.4	
618.24550	385441	243980	2.2	
618.25407	265745	344577	0.9	
618.27151	279843	429082	1.0	
618.27488	245091	523296	0.7	
618.28774	279013	359907	1.0	
618.30496	270071	309807	0.9	
618.31066	257207	338160	0.8	
618.32166	345896	257623	1.7	
618.34628	264363	352850	0.9	
618.35245	246347	368466	0.7	
618.37384	315310	271394	1.4	
618.38345	317199	267010	1.4	
618.40232	461905	221678	3.0	
618.42277	382283	102808	2.1	
618.43258	266116	257707	0.9	
618.45491	256598	388327	0.8	
618.45952	502966	218162	3.4	
618.46574	307255	281335	1.3	
618.49390	244122	485200	0.7	
618.50124	298235	259794	1.2	
618.50750	266043	418524	0.9	
618.51177	264604	354727	0.9	
618.51426	304316	202344	1.3	
618.51915	420477	247151	2.5	
618.52734	329837	209834	1.6	
618.53732	243486	377476	0.6	
618.54143	308623	242528	1.3	
618.54602	239183	383338	0.6	
618.55109	253568	309180	0.8	
618.55542	268224	300973	0.9	
618.56326	246145	476824	0.7	
618.56673	249537	402494	0.7	
618.57137	409666	215640	2.4	
618.57989	267107	291895	0.9	
618.59136	269124	356818	0.9	
618.59423	303716	317446	1.3	
618.60289	273189	349548	1.0	
618.61768	355815	152826	1.8	
618.63033	304168	303932	1.3	
618.63814	527977	222394	3.7	
618.64978	315394	164335	1.4	
618.65401	399530	175011	2.3	
618.66285	278701	165483	1.0	
618.66486	305068	181903	1.3	
618.68055	555469	150566	4.0	
618.69377	389646	277675	2.2	
618.69789	274063	392596	1.0	
618.70570	344760	138558	1.7	
618.71906	248529	415773	0.7	
618.72445	265554	219204	0.9	
618.73784	351571	266660	1.8	
618.74238	303267	241609	1.3	
618.75189	338580	263300	1.7	
618.75826	290421	290683	1.1	
618.76922	248022	363583	0.7	
618.77338	290871	401591	1.1	
618.78015	276055	319762	1.0	
618.78781	478936	186265	3.1	
618.79586	334809	226659	1.6	
618.80053	407257	209771	2.4	
618.80892	256506	277462	0.8	
618.81753	356443	269393	1.8	
618.82122	330236	330737	1.6	
618.82474	264252	363258	0.9	
618.83444	299485	271678	1.2	
618.83864	248013	402297	0.7	
618.84452	343310	174053	1.7	
618.84921	340894	225668	1.7	
618.85356	419551	241661	2.5	
618.87349	329761	312895	1.6	
618.87707	410113	204094	2.4	
618.88375	240050	364470	0.6	
618.90213	269956	355010	0.9	
618.91049	471621	131826	3.1	
618.92812	302518	254955	1.3	
618.93655	276887	267729	1.0	
618.94292	355096	131532	1.8	
618.95260	428465	129435	2.6	
618.95833	246602	276524	0.7	
618.96486	485466	136415	3.2	
618.97234	282011	238475	1.1	
618.97642	246955	267671	0.7	
618.98969	242925	270844	0.6	
619.00220	363566	165105	1.9	
619.00944	405199	221974	2.4	
619.01645	357184	202163	1.9	
619.02422	338448	254567	1.7	
619.03135	397393	196156	2.3	
619.04080	277378	302523	1.0	
619.04846	331059	220818	1.6	
619.05477	334483	263037	1.6	
619.05928	320404	315840	1.5	
619.06808	273813	349497	1.0	
619.08796	313503	167155	1.4	
619.09847	443368	161402	2.8	
619.10375	307848	158877	1.3	
619.11187	324409	197195	1.5	
619.12211	366682	251848	2.0	
619.12872	1224091	179868	11.1	
619.17309	332288	156460	1.6	
619.17856	496448	164915	3.3	
619.18470	381393	174863	2.1	
619.19207	271202	369785	0.9	
619.19710	262818	282194	0.9	
619.20372	330051	291082	1.6	
619.20745	293347	500885	1.2	
619.21131	425412	268746	2.6	
619.21673	306084	202171	1.3	
619.22205	396965	194837	2.3	
619.23385	282526	171666	1.1	
619.25327	423176	169672	2.6	
619.26084	377417	214715	2.1	
619.26469	314729	266617	1.4	
619.27135	272010	334264	0.9	
619.28162	252411	380362	0.7	
619.29059	406092	168683	2.4	
619.29899	369885	201001	2.0	
619.30751	353693	199712	1.8	
619.31296	343398	109914	1.7	
619.31787	319014	161572	1.4	
619.32726	470671	213974	3.1	
619.33948	238529	395769	0.6	
619.34367	315361	232827	1.4	
619.35488	469458	156999	3.0	
619.38638	294485	215089	1.2	
619.40390	249127	291932	0.7	
619.43353	360218	169548	1.9	
619.44228	425563	258061	2.6	
619.44889	358876	204718	1.9	
619.46714	254062	355639	0.8	
619.48988	254432	378563	0.8	
619.49517	313473	250928	1.4	
619.50314	330737	207221	1.6	
619.51541	299363	383375	1.2	
619.51934	287907	416545	1.1	
619.52358	302820	286162	1.3	
619.52712	383524	251635	2.1	
619.53645	374981	232184	2.0	
619.54861	309862	243388	1.4	
619.55756	246295	270471	0.7	
619.56572	253752	166207	0.8	
619.57842	258185	351214	0.8	
619.58217	461546	195713	3.0	
619.59742	337099	291212	1.6	
619.60559	331420	198843	1.6	
619.61182	315629	222654	1.4	
619.61794	415437	239068	2.5	
619.62512	287790	310569	1.1	
619.63672	351663	293552	1.8	
619.64982	404209	208798	2.4	
619.65870	518833	162720	3.6	
619.67221	474995	223093	3.1	
619.69088	397701	130870	2.3	
619.70246	315718	255858	1.4	
619.70812	364311	220609	1.9	
619.72202	359928	202388	1.9	
619.73009	261753	464473	0.8	
619.73415	278217	291987	1.0	
619.74004	364154	234693	1.9	
619.75084	256587	260863	0.8	
619.76610	381468	260692	2.1	
619.77016	312061	360733	1.4	
619.77969	268334	276272	0.9	
619.78939	257535	247140	0.8	
619.79541	259407	257631	0.8	
619.80209	288128	319027	1.1	
619.80805	276833	298020	1.0	
619.81275	310913	323629	1.4	
619.82646	289027	318516	1.1	
619.82982	250019	428663	0.7	
619.83366	244195	434584	0.7	
619.84587	265973	329166	0.9	
619.85479	354998	202167	1.8	
619.86335	281478	189327	1.0	
619.89823	344234	281605	1.7	
619.90250	280330	443411	1.0	
619.90682	387435	235157	2.2	
619.91228	270827	390200	0.9	
619.92645	281069	389388	1.0	
619.93354	246030	266303	0.7	
619.93988	356062	176446	1.8	
619.94458	349743	199336	1.8	
619.95431	368112	288919	2.0	
619.96337	335057	246430	1.6	
619.96968	275521	241325	1.0	
619.98543	295091	338570	1.2	
619.99336	496180	185733	3.3	
620.00168	487861	122006	3.2	
620.00740	634421	178863	4.8	
620.01194	311702	268496	1.4	
620.02054	416567	259569	2.5	
620.02976	243512	439837	0.6	
620.03757	302488	314975	1.3	
620.05009	274106	429411	1.0	
620.05423	242066	457720	0.6	
620.05693	378330	231847	2.1	
620.07012	320188	163866	1.5	
620.08690	483517	214434	3.2	
620.09357	289662	383789	1.1	
620.10383	260447	292252	0.8	
620.12004	404689	137874	2.4	
620.13234	302194	265241	1.3	
620.14545	325731	233662	1.5	
620.15046	288020	194198	1.1	
620.15360	243852	348791	0.6	
620.15777	244629	341264	0.7	
620.16559	275366	383932	1.0	
620.18386	253775	214618	0.8	
620.22315	426411	153074	2.6	
620.24083	260909	397978	0.8	
620.24956	376318	210597	2.1	
620.26153	425775	229616	2.6	
620.27040	279056	313717	1.0	
620.28257	319506	246096	1.5	
620.29693	274483	322431	1.0	
620.30562	271636	264566	0.9	
620.31585	318021	261895	1.4	
620.32388	341462	245397	1.7	
620.32781	441910	211698	2.8	
620.34098	414936	138674	2.5	
620.34502	310160	373895	1.4	
620.34773	324008	194862	1.5	
620.35968	486105	127452	3.2	
620.36968	380250	164781	2.1	
620.39307	345165	179293	1.7	
620.39661	332241	132210	1.6	
620.40989	437655	118708	2.7	
620.41772	297263	253253	1.2	
620.45324	283651	275447	1.1	
620.46314	286980	204004	1.1	
620.46765	286189	108793	1.1	
620.47186	345965	112495	1.7	
620.47920	298118	229825	1.2	
620.49434	318119	231797	1.4	
620.49793	268776	259196	0.9	
620.50227	316936	260507	1.4	
620.51566	288994	125522	1.1	
620.53165	501099	152171	3.4	
620.54915	440301	209280	2.7	
620.57421	325615	220517	1.5	
620.57964	268640	267373	0.9	
620.59335	366161	309623	1.9	
620.59521	359698	194198	1.9	
620.61481	303628	121097	1.3	
620.61899	278548	170145	1.0	
620.62162	358852	131051	1.9	
620.64237	286039	258996	1.1	
620.64685	445495	276939	2.8	
620.65984	249992	329203	0.7	
620.66316	268337	93000	0.9	
620.66825	253321	273632	0.7	
620.67223	295546	312579	1.2	
620.67578	329242	317886	1.6	
620.67974	409178	274383	2.4	
620.68930	447579	192744	2.8	
620.69350	300204	275132	1.2	
620.70288	264925	343049	0.9	
