MZ	Intensity	Resolution	S/N
689.36279	249691	336462	0.6	
689.36707	393492	215666	2.0	
689.37625	306069	239553	1.1	
689.38498	314854	191965	1.2	
689.40082	247016	290865	0.6	
689.40706	253753	357780	0.6	
689.41737	429979	188762	2.4	
689.42441	397468	205082	2.0	
689.44315	482558	133557	2.9	
689.45656	403312	107941	2.1	
689.48073	288164	325459	1.0	
689.50013	285478	274328	0.9	
689.52108	294697	245537	1.0	
689.52574	249930	402505	0.6	
689.53437	465515	191287	2.7	
689.54797	340941	235879	1.5	
689.56885	558704	180530	3.6	
689.57507	516785	162853	3.2	
689.58307	359186	219024	1.7	
689.59269	446979	149114	2.5	
689.59966	440820	200294	2.5	
689.60498	320997	205354	1.3	
689.61481	429494	207555	2.4	
689.62295	306359	272900	1.1	
689.63039	339720	112032	1.5	
689.66011	252253	327982	0.6	
689.68503	376832	181763	1.8	
689.70332	316963	189159	1.2	
689.72765	494726	172569	3.0	
689.73719	253927	262136	0.6	
689.74567	300441	206882	1.1	
689.75234	282633	272762	0.9	
689.76092	296875	197452	1.0	
689.78994	324239	147449	1.3	
689.80318	301177	179452	1.1	
689.81060	395314	216326	2.0	
689.82313	251411	406491	0.6	
689.84107	317238	257337	1.3	
689.84863	305127	133503	1.1	
689.85500	324200	198807	1.3	
689.86573	409017	181852	2.2	
689.87892	357867	139863	1.7	
689.88769	415996	205890	2.2	
689.89365	307773	182896	1.2	
689.90152	411454	217584	2.2	
689.91602	288352	227949	1.0	
689.92299	350209	212584	1.6	
689.93885	373252	262091	1.8	
689.94519	405284	259228	2.1	
689.94995	407077	227070	2.1	
689.95578	245030	422477	0.5	
689.96914	262488	250349	0.7	
689.97786	369673	251787	1.8	
689.98308	353322	236216	1.6	
689.99827	309756	182923	1.2	
690.01282	262110	254101	0.7	
690.03632	459873	76493	2.7	
690.04524	452722	254533	2.6	
690.05237	356419	151898	1.6	
690.05845	317812	289900	1.3	
690.07083	375102	86646	1.8	
690.08841	260312	344095	0.7	
690.09303	275593	276575	0.8	
690.10902	410523	172319	2.2	
690.12265	502589	154950	3.1	
690.13174	304895	210464	1.1	
690.13829	287647	260784	1.0	
690.15030	273249	243833	0.8	
690.17402	352956	113595	1.6	
690.19332	415399	218386	2.2	
690.20525	324857	142155	1.3	
690.21398	268330	356917	0.8	
690.21909	520971	210862	3.3	
690.22470	343468	270464	1.5	
690.24369	321646	182627	1.3	
690.25016	263935	281990	0.7	
690.25644	341744	239558	1.5	
690.27174	373522	176969	1.8	
690.31741	528056	172853	3.3	
690.32148	334809	260731	1.4	
690.32640	318842	317985	1.3	
690.34208	363580	285636	1.7	
690.34722	316461	153115	1.2	
690.35818	301846	173744	1.1	
690.37869	609313	179547	4.1	
690.38785	316962	280802	1.2	
690.39625	428708	217259	2.4	
690.40768	373669	212009	1.8	
690.43148	323145	215377	1.3	
690.44789	277643	303659	0.9	
690.45867	270236	237266	0.8	
690.46749	388142	180261	2.0	
690.48403	277808	349177	0.9	
690.51257	412724	191945	2.2	
690.52066	395797	218820	2.0	
690.52561	276854	338198	0.8	
690.53048	290294	384401	1.0	
690.54851	320873	219876	1.3	
690.55442	293658	383080	1.0	
690.56676	331931	222478	1.4	
690.57236	292636	286628	1.0	
690.58095	352157	204587	1.6	
690.58859	274015	367078	0.8	
690.60201	306880	288671	1.1	
690.61010	281185	263011	0.9	
690.61864	356739	159372	1.6	
690.62831	849380	131378	6.5	
690.64234	386182	208533	1.9	
690.66226	301865	274811	1.1	
690.66891	264330	426006	0.7	
690.67478	512043	188805	3.2	
690.68502	326156	208022	1.3	
690.71506	266464	258750	0.7	
690.73125	318547	241744	1.3	
690.73822	691444	154248	5.0	
690.74674	266805	352651	0.7	
690.77642	376073	153087	1.8	
690.80024	259164	257225	0.7	
690.80833	281053	296574	0.9	
690.81936	395839	142296	2.0	
690.82730	486496	229400	2.9	
690.83298	402241	199013	2.1	
690.83585	449537	167113	2.6	
690.84449	540322	140354	3.5	
690.85088	300163	220235	1.1	
690.86100	298709	189150	1.1	
690.87656	539143	87961	3.4	
690.88109	378472	177447	1.9	
690.88945	253641	466050	0.6	
690.91080	399468	210605	2.1	
690.91979	394093	176601	2.0	
690.93142	435823	196059	2.4	
690.95722	267154	443876	0.8	
690.97321	398165	186747	2.1	
690.97997	405686	137363	2.1	
690.98688	256374	318653	0.6	
690.99341	262351	260135	0.7	
690.99668	274168	149199	0.8	
691.03012	276093	315754	0.8	
691.05567	341792	195216	1.5	
691.06184	516673	174661	3.2	
691.07179	346018	205820	1.5	
691.08093	325764	299897	1.3	
691.08547	328004	342864	1.4	
691.09072	388261	233744	2.0	
691.09678	259430	390355	0.7	
691.10503	429703	207040	2.4	
691.10949	374696	244428	1.8	
691.11585	355065	189431	1.6	
691.12391	375242	181795	1.8	
691.13472	379531	219399	1.9	
691.15547	360334	319936	1.7	
691.16070	409007	212609	2.2	
691.16805	292288	203157	1.0	
691.17600	389361	167941	2.0	
691.18836	366307	129749	1.7	
691.19410	331588	141086	1.4	
691.20243	408373	171774	2.2	
691.22612	357944	189657	1.7	
691.23186	312409	301368	1.2	
691.24709	319931	307096	1.3	
691.25213	382620	272758	1.9	
691.25704	447164	223911	2.5	
691.26823	478174	143615	2.8	
691.27507	495359	187626	3.0	
691.29666	394402	202937	2.0	
691.31390	250565	461954	0.6	
691.31777	285893	363322	0.9	
691.34353	401257	183918	2.1	
691.37596	359533	335912	1.7	
691.38096	792622	176002	6.0	
691.39073	295919	325211	1.0	
691.40439	465713	243682	2.7	
691.40959	262482	338135	0.7	
691.41557	528147	169891	3.3	
691.42215	260756	298625	0.7	
691.42687	305077	283046	1.1	
691.43201	249909	436868	0.6	
691.44106	248754	239815	0.6	
691.44475	342743	201704	1.5	
691.45039	388536	254213	2.0	
691.45857	317785	285907	1.3	
691.48191	482236	170495	2.9	
691.50053	376799	148284	1.8	
691.50684	366640	185714	1.7	
691.51634	450689	194790	2.6	
691.52606	387138	184724	1.9	
691.53719	307940	282971	1.2	
691.54125	330245	282460	1.4	
691.54943	328806	293989	1.4	
691.55738	315159	174917	1.2	
691.56748	359464	174250	1.7	
691.57259	296777	212052	1.0	
691.58271	456266	106445	2.6	
691.58848	354235	120931	1.6	
691.59454	403692	212120	2.1	
691.62409	339152	255202	1.5	
691.63255	379346	259670	1.9	
691.64518	418803	144327	2.3	
691.65360	272516	202412	0.8	
691.65692	335941	167673	1.4	
691.66037	359541	149916	1.7	
691.67555	337048	199657	1.4	
691.68192	344041	166296	1.5	
691.69409	374554	146557	1.8	
691.69968	296299	220313	1.0	
691.71588	365757	228055	1.7	
691.72734	552927	155001	3.6	
691.74357	441537	188846	2.5	
691.76412	441124	138911	2.5	
691.78195	349207	206014	1.6	
691.79131	261896	285385	0.7	
691.80049	260945	175322	0.7	
691.81077	476459	173993	2.8	
691.81944	325516	313405	1.3	
691.82521	360205	228959	1.7	
691.83486	303390	220054	1.1	
691.86231	330770	239814	1.4	
691.87309	385972	210834	1.9	
691.87731	287460	264409	1.0	
691.88603	335349	157245	1.4	
691.89544	346487	153770	1.5	
691.89985	300655	151001	1.1	
691.91950	311482	234732	1.2	
691.94606	326270	245485	1.3	
691.95203	357663	261786	1.6	
691.95948	260608	292911	0.7	
691.97487	288786	224835	1.0	
691.98405	274979	236473	0.8	
691.99672	517637	134410	3.2	
692.00385	364614	140260	1.7	
692.01191	354759	117283	1.6	
692.01677	276264	229159	0.8	
692.02230	347273	219673	1.5	
692.04893	325068	234924	1.3	
692.06795	400463	210254	2.1	
692.08172	333553	246333	1.4	
692.09260	442835	202013	2.5	
692.09875	523987	151135	3.3	
692.13397	15477528	155808	151.3	
692.15874	484124	266279	2.9	
692.18178	304719	207638	1.1	
692.19675	272369	207084	0.8	
692.21469	529988	177212	3.4	
692.22577	273949	124671	0.8	
692.23460	406191	102378	2.1	
692.24368	295992	227401	1.0	
692.24843	264585	309757	0.7	
692.25439	250154	316014	0.6	
692.27599	392205	211329	2.0	
692.28333	250590	312515	0.6	
692.29753	273360	355430	0.8	
692.30485	324577	156826	1.3	
692.31700	249650	407009	0.6	
692.33143	386964	245136	1.9	
692.35993	338537	191042	1.5	
692.38558	432540	194977	2.4	
692.40225	279134	363005	0.9	
692.40719	348031	255854	1.6	
692.42366	332930	236539	1.4	
692.43512	326115	237571	1.3	
692.45076	303189	217025	1.1	
692.46165	263047	392884	0.7	
692.46886	267592	367361	0.8	
692.48309	292746	299279	1.0	
692.49464	348204	229716	1.6	
692.51510	277199	267981	0.9	
692.52082	294623	244077	1.0	
692.53074	245425	461309	0.5	
692.53823	573586	147327	3.8	
692.54697	264755	254539	0.7	
692.57818	706775	127157	5.1	
692.58616	391225	231551	2.0	
692.59644	396186	205468	2.0	
692.60586	290763	132862	1.0	
692.63267	264767	338859	0.7	
692.63859	424192	180106	2.3	
692.65051	298338	229352	1.1	
692.65808	570883	150042	3.8	
692.66887	263396	286286	0.7	
692.67700	258118	458293	0.7	
692.68909	256727	234187	0.6	
692.70690	342138	171961	1.5	
692.71364	328907	226644	1.4	
692.71905	264428	359651	0.7	
692.72912	292165	165211	1.0	
692.74163	347791	260310	1.5	
692.74639	304399	284107	1.1	
692.75181	271376	344732	0.8	
692.76955	365235	135972	1.7	
692.77721	321748	231232	1.3	
692.80382	359992	287594	1.7	
692.80891	263288	322859	0.7	
692.82178	372634	189660	1.8	
692.85174	277082	144145	0.8	
692.85704	325599	182950	1.3	
692.87372	307578	162900	1.2	
692.88291	328435	124345	1.4	
692.89004	260324	333260	0.7	
692.91051	370183	230605	1.8	
692.91879	361864	225552	1.7	
692.93566	311530	272157	1.2	
692.95400	301069	259502	1.1	
692.97161	392816	233389	2.0	
692.97999	367729	232599	1.7	
692.99633	432179	185497	2.4	
693.00920	365877	191619	1.7	
693.02223	351863	289010	1.6	
693.02764	278167	337779	0.9	
693.03601	292921	211036	1.0	
693.04941	525723	82645	3.3	
693.06242	285564	281224	0.9	
693.06933	324317	203440	1.3	
693.08307	448383	182591	2.5	
693.13730	3217319	150583	30.0	
693.14209	1754920	214692	15.5	
693.14674	447913	224469	2.5	
693.15215	495721	147151	3.0	
693.17621	423277	225836	2.3	
693.26027	435321	178197	2.4	
693.27134	357050	207331	1.6	
693.27793	671675	171901	4.8	
693.28381	273852	379081	0.8	
693.28846	256509	373406	0.6	
693.30350	379935	228846	1.9	
693.32033	306177	226183	1.1	
693.33418	409267	129160	2.2	
693.33874	351764	154385	1.6	
693.35053	338502	290472	1.5	
693.36997	330280	303464	1.4	
693.38213	325610	273562	1.3	
693.38871	350043	166732	1.6	
693.40242	251677	334521	0.6	
693.42750	307825	334291	1.2	
693.43633	504258	108467	3.1	
693.44485	269971	232808	0.8	
693.45351	404968	91289	2.1	
693.45558	401589	112481	2.1	
693.47683	422808	153859	2.3	
693.48787	449913	163762	2.6	
693.49599	248954	504279	0.6	
693.50449	336572	241708	1.4	
693.52279	436030	204675	2.4	
693.53030	260511	330453	0.7	
693.53809	270048	225146	0.8	
693.54712	263282	292532	0.7	
693.57111	343893	200095	1.5	
693.58571	325615	162686	1.3	
693.59570	279001	225592	0.9	
693.61094	284267	186292	0.9	
693.62556	462093	178680	2.7	
693.64023	453615	157339	2.6	
693.64591	296880	330454	1.0	
693.66267	302514	274300	1.1	
693.66630	329523	157195	1.4	
693.69079	290582	280100	1.0	
693.71121	367513	202612	1.7	
693.72667	530587	160641	3.4	
693.73379	265148	425262	0.7	
693.73996	254749	300005	0.6	
693.75109	389167	175245	2.0	
693.76161	257384	191707	0.7	
693.76828	333761	225611	1.4	
693.78101	395267	127745	2.0	
693.79272	268677	321736	0.8	
693.80467	275815	325510	0.8	
693.81428	412136	203759	2.2	
693.81983	333321	233975	1.4	
693.83351	302443	286350	1.1	
693.84569	275740	286180	0.8	
693.85888	376398	195609	1.8	
693.86477	409455	245872	2.2	
693.87116	296368	279464	1.0	
693.87766	519761	147748	3.3	
693.88630	271650	199536	0.8	
693.89182	316931	206885	1.2	
693.90166	279332	264603	0.9	
693.91388	419894	94360	2.3	
693.92920	386104	203176	1.9	
693.93525	310905	268975	1.2	
693.94468	312763	233450	1.2	
693.95984	548413	146447	3.5	
693.97821	383647	190931	1.9	
693.98279	306096	246899	1.1	
694.03293	403431	222478	2.1	
694.04702	296857	190454	1.0	
694.05507	410602	244838	2.2	
694.06482	313612	283234	1.2	
694.07262	335533	340556	1.4	
694.08334	374702	275044	1.8	
694.12747	1361973	232468	11.6	
694.14961	79506488	153571	785.3	
694.21407	490465	139866	3.0	
694.23596	533764	235355	3.4	
694.24149	314933	198313	1.2	
694.24657	484486	134031	2.9	
694.25321	438023	170924	2.4	
694.26361	325768	183605	1.3	
694.27250	261210	293834	0.7	
694.28061	247803	352473	0.6	
694.28782	300620	173923	1.1	
694.30230	428830	131593	2.3	
694.31415	362576	237671	1.7	
694.32339	420721	221324	2.3	
694.33090	458706	174415	2.6	
694.35355	272405	366203	0.8	
694.36288	606903	155243	4.1	
694.36874	313527	272962	1.2	
694.39615	260475	334958	0.7	
694.41222	325542	124328	1.3	
694.41785	352830	137601	1.6	
694.44654	314179	278283	1.2	
694.45231	319539	201205	1.3	
694.45792	256132	248330	0.6	
694.46842	506182	196777	3.1	
694.48510	297512	199487	1.0	
694.49633	301802	320051	1.1	
694.50664	401675	147639	2.1	
694.51358	385932	106747	1.9	
694.53354	271327	241928	0.8	
694.54137	358992	201873	1.7	
694.54778	248625	470722	0.6	
694.55686	310195	269950	1.2	
694.56534	420564	128653	2.3	
694.57865	323190	272135	1.3	
694.58647	275863	292862	0.8	
694.60249	463353	195539	2.7	
694.62634	282940	302044	0.9	
694.63081	261277	424855	0.7	
694.63765	316398	182441	1.2	
694.64804	427328	222005	2.3	
694.66177	481538	236460	2.9	
694.66943	556259	138137	3.6	
694.67976	523428	176040	3.3	
694.69174	364134	183798	1.7	
694.69747	547143	141350	3.5	
694.70567	393608	251862	2.0	
694.71156	319289	223454	1.3	
694.73048	358171	193485	1.6	
694.73701	333516	243642	1.4	
694.74398	314381	264950	1.2	
694.75262	259599	161465	0.7	
694.76661	318033	270391	1.3	
694.77232	278929	315391	0.9	
694.77855	258546	379934	0.7	
694.79771	272277	323984	0.8	
694.82878	285338	182777	0.9	
694.83503	318203	167003	1.3	
694.84686	368796	239436	1.8	
694.85275	446365	159428	2.5	
694.85976	326702	153241	1.3	
694.89164	399139	208590	2.1	
694.89809	361476	168603	1.7	
694.90232	391828	134519	2.0	
694.91579	408294	125682	2.1	
694.92012	456239	127482	2.6	
694.92979	455800	100666	2.6	
694.95826	273772	365750	0.8	
694.97774	335839	179594	1.4	
694.98035	338831	165362	1.5	
694.99643	392690	168056	2.0	
695.00947	251316	394655	0.6	
695.03697	269288	277571	0.8	
695.04327	306713	215887	1.1	
695.04968	263305	177752	0.7	
695.07426	378301	221052	1.8	
695.08228	266638	265230	0.7	
695.09000	274399	248807	0.8	
695.09554	282488	107639	0.9	
695.15296	21511368	155598	211.1	
695.19589	339503	258937	1.5	
695.21618	364130	117239	1.7	
695.24630	372054	116360	1.8	
695.27290	275322	281185	0.8	
695.27878	448875	147688	2.5	
695.28834	495196	174887	3.0	
695.30093	336510	239494	1.4	
695.31839	534912	182777	3.4	
695.32469	430337	199299	2.4	
695.33664	344515	276199	1.5	
695.34177	333668	227719	1.4	
695.34734	247141	322459	0.5	
695.35269	323461	300150	1.3	
695.36386	379223	177944	1.9	
695.38233	249210	288518	0.6	
695.41383	454094	160681	2.6	
695.41871	266895	158691	0.7	
695.43415	300785	284247	1.1	
695.44655	498195	139191	3.0	
695.47164	250262	164245	0.6	
695.47612	284887	145920	0.9	
695.50325	380379	210948	1.9	
695.50929	388668	232575	1.9	
695.52160	285982	385648	0.9	
695.52647	255710	429441	0.6	
695.53456	311488	274248	1.2	
695.53911	272880	246782	0.8	
695.57970	290278	327722	1.0	
695.59489	415688	184566	2.2	
695.60995	334586	216935	1.4	
695.62474	286909	255495	0.9	
695.64593	345600	130400	1.5	
695.67591	297012	300515	1.0	
695.68194	263693	196307	0.7	
695.68649	338677	167047	1.5	
695.69681	392903	164903	2.0	
695.71409	416698	128811	2.2	
695.72209	323515	240874	1.3	
695.73558	264701	300014	0.7	
695.76657	252609	401167	0.6	
695.77509	476130	220871	2.8	
695.79408	383493	199519	1.9	
695.80874	406183	143824	2.1	
695.81231	361112	270212	1.7	
695.83265	404587	111797	2.1	
695.84826	387277	110961	1.9	
695.86379	420111	112454	2.3	
695.87272	640753	148231	4.4	
695.88085	274706	320586	0.8	
695.89055	570419	186387	3.7	
695.90091	376469	240852	1.8	
695.91114	315710	103938	1.2	
695.93039	294857	222155	1.0	
695.93487	313401	302461	1.2	
695.94320	542395	199314	3.5	
695.95730	337213	230954	1.4	
695.97415	255615	343930	0.6	
695.98415	439881	122566	2.5	
696.00482	302148	278232	1.1	
696.02201	389494	156645	2.0	
696.02745	313943	198352	1.2	
696.03597	252680	387883	0.6	
696.04055	331273	344642	1.4	
696.04540	294506	365804	1.0	
696.05426	299051	236157	1.1	
696.06583	458189	135780	2.6	
696.07398	362350	208228	1.7	
696.07999	285583	331393	0.9	
696.12889	954262	130036	7.5	
696.14540	3758424	139577	35.3	
696.15303	2933081	165035	27.1	
696.15753	1814362	221279	16.1	
696.16725	428251	327420	2.3	
696.17713	408797	251090	2.1	
696.21394	380274	138360	1.9	
696.22211	459811	227099	2.7	
696.22747	321060	308885	1.3	
696.25422	452216	109135	2.6	
696.25982	374713	136447	1.8	
696.28263	295804	214681	1.0	
696.28986	423165	141276	2.3	
696.29730	332862	206996	1.4	
696.32361	275714	262239	0.8	
696.33863	386836	248957	1.9	
696.34269	262581	395774	0.7	
696.35657	341527	164060	1.5	
696.36517	409400	250461	2.2	
696.37961	286234	303836	0.9	
696.39618	433149	223447	2.4	
696.40295	263133	201222	0.7	
696.40710	266494	170320	0.7	
696.41304	274927	266014	0.8	
696.42525	464065	190172	2.7	
696.42894	323905	261542	1.3	
696.44676	287684	290069	0.9	
696.47033	491943	147242	3.0	
696.48102	274985	336725	0.8	
696.48578	316586	314279	1.2	
696.49081	310682	209584	1.2	
696.49978	465708	173390	2.7	
696.51193	477933	195060	2.8	
696.54569	318706	257867	1.3	
696.55036	258579	412890	0.7	
696.57322	265082	142150	0.7	
696.57817	361655	169660	1.7	
696.59566	317034	144687	1.2	
696.60184	453850	188123	2.6	
696.61493	436988	170892	2.4	
696.62924	253246	422906	0.6	
696.64274	273856	322911	0.8	
696.67653	371381	159349	1.7	
696.68099	285782	191820	0.9	
696.68475	285575	235261	0.9	
696.69697	567336	137534	3.6	
696.70394	280969	258944	0.8	
696.70841	248458	236759	0.5	
696.71862	479307	169630	2.7	
696.74052	345503	203287	1.5	
696.77067	304771	205262	1.1	
696.78055	268884	339278	0.7	
696.78709	246677	348069	0.5	
696.79564	379031	120821	1.8	
696.80738	479160	173483	2.7	
696.81327	257305	332098	0.6	
696.82945	259964	347944	0.6	
696.85041	345823	215213	1.5	
696.86218	396800	190088	1.9	
696.87145	297634	306605	1.0	
696.87657	343266	277253	1.4	
696.88948	320868	230388	1.2	
696.89859	461542	122363	2.6	
696.91829	248456	277642	0.5	
696.93076	261658	290782	0.7	
696.94615	608589	171462	3.9	
696.95812	335166	162183	1.4	
696.96185	257551	225291	0.6	
696.97377	510433	96251	3.0	
696.98784	277715	297457	0.8	
697.00281	262677	229540	0.7	
697.02733	291320	306195	0.9	
697.04904	330620	297585	1.3	
697.05516	369084	141140	1.7	
697.06790	293006	248449	1.0	
697.07351	284527	235276	0.9	
697.10579	425540	210798	2.2	
697.11564	296485	282301	1.0	
697.14911	839466	144660	6.1	
697.15695	877163	198124	6.5	
697.16186	383020	371457	1.8	
697.16789	476945	98063	2.7	
697.18199	326959	225159	1.3	
697.19924	393042	173734	1.9	
697.21792	393684	209429	1.9	
697.23848	450295	181033	2.4	
697.24992	347065	257150	1.5	
697.25839	289306	207624	0.9	
697.26447	311483	287872	1.1	
697.27837	327389	267036	1.3	
697.28299	306430	210872	1.1	
697.30317	276777	140397	0.8	
697.30848	309697	191164	1.1	
697.31913	264067	270064	0.7	
697.32668	382324	157058	1.8	
697.34156	477926	145805	2.7	
697.35119	263528	377633	0.7	
697.35675	309961	296598	1.1	
697.36324	420489	178999	2.2	
697.39378	333742	269814	1.3	
697.40446	352799	164719	1.5	
697.40826	329456	268547	1.3	
697.41399	302705	306817	1.0	
697.42401	256098	294179	0.6	
697.43374	391972	139813	1.9	
697.44568	271845	167743	0.8	
697.45482	269607	165721	0.7	
697.48839	289724	351900	0.9	
697.50115	276542	358128	0.8	
697.50870	482175	195782	2.7	
697.55331	516453	140236	3.1	
697.56331	366791	225596	1.7	
697.57066	314824	321140	1.2	
697.57589	296201	300384	1.0	
697.59233	315355	181535	1.2	
697.59688	393932	171692	1.9	
697.60898	488429	177804	2.8	
697.61398	261854	382301	0.7	
697.62447	311856	241455	1.1	
697.62977	349745	186573	1.5	
697.63454	293329	229978	1.0	
697.65318	301716	308325	1.0	
697.65858	347893	249497	1.5	
697.66726	330102	233778	1.3	
697.67320	342039	270667	1.4	
697.70906	444124	180949	2.4	
697.75293	362691	192753	1.6	
697.77044	291589	339272	0.9	
697.77732	293382	295066	1.0	
697.78659	360263	138126	1.6	
697.81576	359740	171374	1.6	
697.82564	311341	286346	1.1	
697.85846	264626	452767	0.7	
697.87080	271508	363479	0.8	
697.87847	616213	122578	4.0	
697.88582	256822	354297	0.6	
697.90856	288729	249083	0.9	
697.91396	478810	175051	2.7	
697.92708	442524	147797	2.4	
697.95283	287616	303713	0.9	
697.96420	302369	255602	1.0	
697.97534	336131	284673	1.4	
697.98835	301637	174531	1.0	
698.00263	397927	236427	1.9	
698.00938	269576	341759	0.7	
698.02533	250842	299920	0.6	
698.03111	338779	161538	1.4	
698.04365	348173	296946	1.5	
698.04834	337582	275423	1.4	
698.08268	434339	140479	2.3	
698.09025	330484	234410	1.3	
698.10695	275702	334810	0.8	
698.11769	338472	143270	1.4	
698.13642	300283	286361	1.0	
698.14820	347212	134828	1.5	
698.15277	348021	109218	1.5	
698.16345	347455	196530	1.5	
698.17632	272417	260028	0.8	
698.18408	255330	287509	0.6	
698.19575	246547	278571	0.5	
698.20100	447716	175962	2.4	
698.20758	382085	204249	1.8	
698.21733	438703	86270	2.3	
698.23384	491497	174797	2.8	
698.25644	429676	156916	2.2	
698.27299	515151	158646	3.1	
698.28623	314497	217386	1.2	
698.30009	314339	189003	1.2	
698.31813	467669	183570	2.6	
698.33172	318471	179020	1.2	
698.34296	384829	124357	1.8	
698.34532	385677	996397	1.8	
698.34853	384528	112114	1.8	
698.36730	357245	202743	1.6	
698.37296	315853	223037	1.2	
698.37780	282462	332117	0.9	
698.38596	291487	274391	0.9	
698.39537	404513	164971	2.0	
698.40824	402819	176810	2.0	
698.41722	351588	234176	1.5	
698.42864	492358	161623	2.8	
698.46420	381707	190761	1.8	
698.48093	344717	260414	1.4	
698.49362	267951	194082	0.7	
698.49887	367248	182113	1.7	
698.50490	332721	235958	1.3	
698.52394	417716	241637	2.1	
698.53538	323861	202185	1.2	
698.54423	355895	245487	1.6	
698.55418	426392	200729	2.2	
698.56182	454233	139260	2.5	
698.56967	270650	312892	0.7	
698.57927	347036	179418	1.5	
698.59995	371775	179224	1.7	
698.60521	264128	474755	0.7	
698.60975	286272	390072	0.9	
698.61387	252001	453161	0.6	
698.62584	484643	156962	2.8	
698.63251	335300	226626	1.4	
698.65371	472087	122852	2.7	
698.66081	289784	115664	0.9	
698.66683	294089	168877	1.0	
698.67435	384714	212527	1.8	
698.67976	302155	302517	1.0	
698.68496	349787	176932	1.5	
698.72173	403329	148468	2.0	
698.73056	283282	170699	0.9	
698.75034	330677	200923	1.3	
698.75732	396150	231343	1.9	
698.76351	245927	267768	0.5	
698.77583	531161	133176	3.2	
698.79105	350523	221122	1.5	
698.79870	378748	144981	1.8	
698.80603	356733	251101	1.6	
698.81184	314750	315697	1.2	
698.82967	407265	259016	2.0	
698.83752	312770	245600	1.1	
698.85768	325269	176756	1.3	
698.86410	404486	177690	2.0	
698.86998	306663	302988	1.1	
698.87643	383832	120415	1.8	
698.88151	374680	116345	1.7	
698.89033	529258	188525	3.2	
698.90916	361388	118400	1.6	
698.93068	476239	183749	2.7	
698.94571	322002	271823	1.2	
698.95365	399267	158113	2.0	
698.96084	503860	200418	3.0	
698.96765	340309	183035	1.4	
698.97371	252118	435708	0.6	
698.97731	259190	424855	0.6	
698.98245	420439	214884	2.2	
699.00212	348490	193001	1.5	
699.01584	444412	203128	2.4	
699.02434	272413	353640	0.8	
699.02906	324094	339302	1.2	
699.03391	337663	274913	1.4	
699.04215	340288	280552	1.4	
699.04735	285025	322798	0.9	
699.06105	274639	248846	0.8	
699.06448	286451	151639	0.9	
699.07131	309604	211446	1.1	
699.08172	412358	225967	2.1	
699.10693	323977	158574	1.2	
699.11465	277899	415421	0.8	
699.11949	424139	289961	2.2	
699.12393	256844	524038	0.6	
699.13215	334221	250332	1.3	
699.14297	461423	154845	2.5	
699.16595	332946	211509	1.3	
699.17553	421812	173916	2.2	
699.18208	256053	366213	0.6	
699.19228	284118	273224	0.9	
699.20221	341400	248598	1.4	
699.21263	441049	226066	2.4	
699.23372	376028	204931	1.7	
699.24116	334173	195997	1.3	
699.25108	362143	203547	1.6	
699.26766	338113	249671	1.4	
699.27243	291682	383568	0.9	
699.28414	269428	198461	0.7	
699.29646	311781	291266	1.1	
699.30411	453367	141779	2.5	
699.31137	440520	219594	2.4	
699.35487	406286	165910	2.0	
699.36885	424304	180186	2.2	
699.37888	346130	130651	1.5	
699.38338	310274	165348	1.1	
699.38997	292419	231310	0.9	
699.39613	313780	265390	1.2	
699.41084	462806	143954	2.6	
699.41763	377527	164217	1.8	
699.42154	399736	204975	2.0	
699.43310	374682	226300	1.7	
699.46354	349142	138531	1.5	
699.47050	845695	117088	6.2	
699.48648	319889	157600	1.2	
699.49566	415299	213424	2.1	
699.51684	383622	224882	1.8	
699.53009	270600	189169	0.7	
699.53279	272920	238711	0.8	
699.53957	322857	279239	1.2	
699.55054	364267	246361	1.6	
699.57404	361294	278013	1.6	
699.59325	263697	263087	0.7	
699.59988	253954	202940	0.6	
699.60668	428467	141898	2.2	
699.62651	406614	206752	2.0	
699.63212	262359	444577	0.7	
699.63735	289240	305749	0.9	
699.65758	430075	162376	2.3	
699.66340	480860	169463	2.7	
699.67533	498493	155552	2.9	
699.68151	509150	228467	3.0	
699.70804	399170	203505	2.0	
699.72196	269780	285893	0.7	
699.73122	413094	197959	2.1	
699.74104	431463	154069	2.3	
699.75744	278506	298069	0.8	
699.76254	423466	190504	2.2	
699.76935	367851	194930	1.7	
699.77984	270381	362047	0.7	
699.78931	247998	271243	0.5	
699.80458	319537	268196	1.2	
699.81218	452594	162422	2.5	
699.81727	296626	146561	1.0	
699.82548	341836	97548	1.4	
699.86639	254946	293479	0.6	
699.87186	498427	166868	2.9	
699.88096	317452	177117	1.2	
699.89127	250621	287768	0.6	
699.90692	430976	169452	2.3	
699.91789	311689	133676	1.1	
699.93144	340595	152564	1.4	
699.93517	302532	277304	1.0	
699.94211	415333	195099	2.1	
699.94870	405126	200635	2.0	
699.95376	258503	520466	0.6	
699.95883	406407	207483	2.0	
699.96416	419400	209598	2.1	
699.97695	272874	345455	0.8	
699.99039	313548	292311	1.1	
700.00157	286798	264942	0.9	
700.00956	279231	274487	0.8	
700.01988	569392	144607	3.6	
700.02640	301489	295289	1.0	
700.03915	326131	280308	1.3	
700.04446	496212	215029	2.9	
700.06141	382039	176574	1.8	
700.07549	350705	121649	1.5	
700.10525	436541	166562	2.3	
700.11705	388095	222082	1.9	
700.16525	489158	180265	2.8	
700.19586	277834	223358	0.8	
700.23526	294544	233091	1.0	
